wazi,wspd,route,wangle,sail,speed,chrono,lon,lat
262,6.30,22,-120,GV Spi,5.97,0d 21h 47' 58",4° 34.076',40° 00.114'
262,6.29,22,-120,GV Spi,5.97,0d 21h 48' 06",4° 34.083',40° 00.127'
263,6.29,22,-119,GV Spi,5.97,0d 21h 48' 23",4° 34.096',40° 00.152'
263,6.28,22,-119,GV Spi,5.97,0d 21h 48' 35",4° 34.106',40° 00.171'
263,6.28,22,-119,GV Spi,5.96,0d 21h 48' 39",4° 34.109',40° 00.178'
263,6.27,22,-119,GV Spi,5.96,0d 21h 49' 04",4° 34.130',40° 00.216'
263,6.26,22,-119,GV Spi,5.95,0d 21h 49' 29",4° 34.150',40° 00.254'
263,6.25,22,-119,GV Spi,5.95,0d 21h 49' 58",4° 34.173',40° 00.298'
263,6.25,22,-119,GV Spi,5.94,0d 21h 50' 19",4° 34.190',40° 00.330'
263,6.24,22,-119,GV Spi,5.94,0d 21h 50' 27",4° 34.196',40° 00.342'
263,6.23,22,-119,GV Spi,5.94,0d 21h 50' 56",4° 34.220',40° 00.387'
263,6.23,22,-119,GV Spi,5.93,0d 21h 51' 08",4° 34.230',40° 00.406'
263,6.22,22,-119,GV Spi,5.93,0d 21h 51' 25",4° 34.243',40° 00.431'
263,6.21,22,-119,GV Spi,5.93,0d 21h 51' 54",4° 34.267',40° 00.476'
263,6.21,22,-119,GV Spi,5.92,0d 21h 51' 58",4° 34.270',40° 00.482'
263,6.20,22,-119,GV Spi,5.92,0d 21h 52' 23",4° 34.290',40° 00.521'
263,6.19,22,-119,GV Spi,5.91,0d 21h 52' 48",4° 34.310',40° 00.558'
263,6.18,22,-119,GV Spi,5.91,0d 21h 53' 17",4° 34.334',40° 00.603'
263,6.18,22,-119,GV Spi,5.90,0d 21h 53' 38",4° 34.350',40° 00.634'
263,6.17,22,-119,GV Spi,5.90,0d 21h 53' 46",4° 34.357',40° 00.647'
264,6.17,22,-118,GV Spi,5.90,0d 21h 54' 03",4° 34.370',40° 00.672'
264,6.16,22,-118,GV Spi,5.90,0d 21h 54' 15",4° 34.380',40° 00.690'
264,6.16,22,-118,GV Spi,5.89,0d 21h 54' 23",4° 34.387',40° 00.703'
264,6.15,22,-118,GV Spi,5.89,0d 21h 54' 44",4° 34.404',40° 00.735'
264,6.14,22,-118,GV Spi,5.88,0d 21h 55' 13",4° 34.426',40° 00.778'
264,6.13,22,-118,GV Spi,5.88,0d 21h 55' 42",4° 34.450',40° 00.822'
264,6.13,22,-118,GV Spi,5.87,0d 21h 56' 07",4° 34.470',40° 00.860'
264,6.12,22,-118,GV Spi,5.87,0d 21h 56' 11",4° 34.473',40° 00.866'
264,6.11,22,-118,GV Spi,5.87,0d 21h 56' 40",4° 34.496',40° 00.910'
264,6.11,22,-118,GV Spi,5.86,0d 21h 56' 56",4° 34.509',40° 00.935'
264,6.10,22,-118,GV Spi,5.86,0d 21h 57' 09",4° 34.519',40° 00.954'
264,6.09,22,-118,GV Spi,5.86,0d 21h 57' 43",4° 34.546',40° 01.005'
264,6.09,22,-118,GV Spi,5.85,0d 21h 57' 51",4° 34.552',40° 01.017'
264,6.08,22,-118,GV Spi,5.85,0d 21h 58' 11",4° 34.569',40° 01.048'
264,6.07,22,-118,GV Spi,5.84,0d 21h 58' 41",4° 34.592',40° 01.092'
264,6.06,22,-118,GV Spi,5.84,0d 21h 59' 09",4° 34.614',40° 01.135'
265,6.06,22,-117,GV Spi,5.83,0d 21h 59' 30",4° 34.631',40° 01.167'
265,6.05,22,-117,GV Spi,5.83,0d 21h 59' 38",4° 34.638',40° 01.179'
269,4.65,22,-113,GV Spi,4.90,0d 22h 00' 03",4° 34.657',40° 01.215'
269,4.64,22,-113,GV Spi,4.90,0d 22h 00' 16",4° 34.665',40° 01.230'
269,4.64,22,-113,GV Spi,4.89,0d 22h 00' 20",4° 34.668',40° 01.235'
269,4.63,22,-113,GV Spi,4.88,0d 22h 00' 49",4° 34.687',40° 01.272'
269,4.62,22,-113,GV Spi,4.87,0d 22h 01' 18",4° 34.706',40° 01.308'
269,4.62,22,-113,GV Spi,4.86,0d 22h 01' 43",4° 34.723',40° 01.340'
269,4.61,22,-113,GV Spi,4.86,0d 22h 01' 47",4° 34.725',40° 01.345'
270,4.61,22,-112,GV Spi,4.87,0d 22h 02' 04",4° 34.736',40° 01.366'
270,4.61,22,-112,GV Spi,4.86,0d 22h 02' 08",4° 34.739',40° 01.371'
271,4.46,31,-120,GV Spi,4.67,0d 22h 10' 14",4° 35.137',40° 01.933'
271,4.46,31,-120,GV Spi,4.66,0d 22h 10' 18",4° 35.141',40° 01.938'
272,4.46,31,-120,GV Spi,4.66,0d 22h 10' 26",4° 35.148',40° 01.947'
272,4.46,32,-120,GV Spi,4.66,0d 22h 10' 30",4° 35.152',40° 01.952'
272,4.45,32,-120,GV Spi,4.66,0d 22h 10' 39",4° 35.160',40° 01.961'
272,4.45,32,-120,GV Spi,4.65,0d 22h 10' 52",4° 35.171',40° 01.975'
272,4.44,32,-120,GV Spi,4.65,0d 22h 11' 16",4° 35.193',40° 02.002'
272,4.44,32,-120,GV Spi,4.64,0d 22h 11' 25",4° 35.200',40° 02.011'
272,4.43,32,-120,GV Spi,4.64,0d 22h 11' 54",4° 35.226',40° 02.043'
272,4.43,32,-120,GV Spi,4.63,0d 22h 12' 02",4° 35.233',40° 02.051'
272,4.42,32,-120,GV Spi,4.63,0d 22h 12' 31",4° 35.259',40° 02.083'
272,4.42,32,-120,GV Spi,4.62,0d 22h 12' 35",4° 35.263',40° 02.088'
272,4.41,32,-120,GV Spi,4.62,0d 22h 13' 08",4° 35.293',40° 02.124'
272,4.41,32,-120,GV Spi,4.61,0d 22h 13' 13",4° 35.297',40° 02.129'
272,4.40,32,-120,GV Spi,4.61,0d 22h 13' 46",4° 35.326',40° 02.165'
272,4.40,32,-120,GV Spi,4.60,0d 22h 13' 50",4° 35.329',40° 02.169'
272,4.39,32,-120,GV Spi,4.59,0d 22h 14' 23",4° 35.359',40° 02.205'
273,4.39,33,-120,GV Spi,4.59,0d 22h 14' 44",4° 35.377',40° 02.227'
273,4.38,33,-120,GV Spi,4.58,0d 22h 15' 00",4° 35.392',40° 02.245'
273,4.37,33,-120,GV Spi,4.57,0d 22h 15' 38",4° 35.426',40° 02.285'
273,4.37,33,-120,GV Spi,4.56,0d 22h 16' 15",4° 35.460',40° 02.325'
273,4.36,33,-120,GV Spi,4.56,0d 22h 16' 19",4° 35.464',40° 02.329'
273,4.36,33,-120,GV Spi,4.55,0d 22h 16' 52",4° 35.493',40° 02.364'
273,4.35,33,-120,GV Spi,4.55,0d 22h 16' 57",4° 35.497',40° 02.369'
273,4.35,33,-120,GV Spi,4.54,0d 22h 17' 30",4° 35.527',40° 02.404'
273,4.34,33,-120,GV Spi,4.54,0d 22h 17' 34",4° 35.531',40° 02.409'
273,4.34,33,-120,GV Spi,4.53,0d 22h 18' 07",4° 35.561',40° 02.444'
273,4.33,33,-120,GV Spi,4.53,0d 22h 18' 16",4° 35.568',40° 02.453'
273,4.33,33,-120,GV Spi,4.52,0d 22h 18' 45",4° 35.594',40° 02.483'
274,4.32,33,-120,GV Spi,4.52,0d 22h 18' 53",4° 35.602',40° 02.492'
274,4.32,34,-120,GV Spi,4.52,0d 22h 18' 57",4° 35.605',40° 02.496'
274,4.32,34,-120,GV Spi,4.51,0d 22h 19' 22",4° 35.628',40° 02.522'
274,4.31,34,-120,GV Spi,4.51,0d 22h 19' 35",4° 35.640',40° 02.535'
274,4.31,34,-120,GV Spi,4.50,0d 22h 20' 04",4° 35.666',40° 02.566'
274,4.30,34,-120,GV Spi,4.50,0d 22h 20' 16",4° 35.678',40° 02.578'
274,4.30,34,-120,GV Spi,4.49,0d 22h 20' 41",4° 35.700',40° 02.604'
274,4.29,34,-120,GV Spi,4.49,0d 22h 20' 58",4° 35.716',40° 02.621'
274,4.29,34,-120,GV Spi,4.48,0d 22h 21' 22",4° 35.738',40° 02.647'
274,4.28,34,-120,GV Spi,4.48,0d 22h 21' 39",4° 35.753',40° 02.664'
274,4.28,34,-120,GV Spi,4.47,0d 22h 22' 00",4° 35.772',40° 02.686'
274,4.27,34,-120,GV Spi,4.47,0d 22h 22' 20",4° 35.791',40° 02.707'
274,4.27,34,-120,GV Spi,4.46,0d 22h 22' 41",4° 35.810',40° 02.728'
274,4.26,34,-120,GV Spi,4.46,0d 22h 23' 02",4° 35.828',40° 02.749'
275,4.26,35,-120,GV Spi,4.46,0d 22h 23' 06",4° 35.832',40° 02.754'
275,4.26,35,-120,GV Spi,4.45,0d 22h 23' 23",4° 35.848',40° 02.771'
275,4.25,35,-120,GV Spi,4.45,0d 22h 23' 43",4° 35.867',40° 02.791'
275,4.25,35,-120,GV Spi,4.44,0d 22h 24' 04",4° 35.886',40° 02.812'
275,4.24,35,-120,GV Spi,4.44,0d 22h 24' 29",4° 35.909',40° 02.837'
275,4.24,35,-120,GV Spi,4.43,0d 22h 24' 45",4° 35.924',40° 02.854'
275,4.23,35,-120,GV Spi,4.43,0d 22h 25' 10",4° 35.947',40° 02.879'
275,4.23,35,-120,GV Spi,4.42,0d 22h 25' 27",4° 35.962',40° 02.896'
275,4.22,35,-120,GV Spi,4.42,0d 22h 25' 56",4° 35.989',40° 02.925'
275,4.22,35,-120,GV Spi,4.41,0d 22h 26' 08",4° 36.000',40° 02.938'
275,4.21,35,-120,GV Spi,4.41,0d 22h 26' 41",4° 36.031',40° 02.971'
275,4.21,35,-120,GV Spi,4.40,0d 22h 26' 50",4° 36.039',40° 02.979'
276,4.21,35,-120,GV Spi,4.40,0d 22h 27' 14",4° 36.061',40° 03.004'
276,4.21,36,-120,GV Spi,4.40,0d 22h 27' 19",4° 36.065',40° 03.008'
276,4.20,36,-120,GV Spi,4.40,0d 22h 27' 23",4° 36.069',40° 03.012'
276,4.20,36,-120,GV Spi,4.39,0d 22h 27' 31",4° 36.077',40° 03.021'
276,4.19,36,-120,GV Spi,4.39,0d 22h 28' 08",4° 36.112',40° 03.057'
276,4.19,36,-120,GV Spi,4.38,0d 22h 28' 17",4° 36.120',40° 03.066'
276,4.18,36,-120,GV Spi,4.38,0d 22h 28' 54",4° 36.155',40° 03.102'
276,4.18,36,-120,GV Spi,4.37,0d 22h 28' 58",4° 36.158',40° 03.106'
276,4.17,36,-120,GV Spi,4.37,0d 22h 29' 40",4° 36.197',40° 03.147'
276,4.17,36,-120,GV Spi,4.36,0d 22h 29' 44",4° 36.201',40° 03.151'
276,4.16,36,-120,GV Spi,4.36,0d 22h 30' 25",4° 36.239',40° 03.192'
276,4.16,36,-120,GV Spi,4.35,0d 22h 30' 30",4° 36.244',40° 03.196'
276,4.16,36,-120,GV Spi,4.34,0d 22h 31' 11",4° 36.282',40° 03.237'
276,4.15,36,-120,GV Spi,4.34,0d 22h 31' 15",4° 36.286',40° 03.241'
277,4.15,36,-120,GV Spi,4.34,0d 22h 31' 24",4° 36.294',40° 03.249'
277,4.15,37,-120,GV Spi,4.34,0d 22h 31' 28",4° 36.297',40° 03.253'
277,4.15,37,-120,GV Spi,4.33,0d 22h 31' 57",4° 36.325',40° 03.281'
277,4.14,37,-120,GV Spi,4.33,0d 22h 32' 01",4° 36.329',40° 03.285'
277,4.14,37,-120,GV Spi,4.32,0d 22h 32' 47",4° 36.372',40° 03.329'
277,4.13,37,-120,GV Spi,4.32,0d 22h 32' 51",4° 36.376',40° 03.333'
277,4.13,37,-120,GV Spi,4.31,0d 22h 33' 32",4° 36.415',40° 03.372'
277,4.12,37,-120,GV Spi,4.31,0d 22h 33' 41",4° 36.423',40° 03.380'
277,4.12,37,-120,GV Spi,4.30,0d 22h 34' 18",4° 36.458',40° 03.416'
277,4.11,37,-120,GV Spi,4.30,0d 22h 34' 27",4° 36.466',40° 03.424'
277,4.11,37,-120,GV Spi,4.29,0d 22h 35' 04",4° 36.501',40° 03.460'
277,4.10,37,-120,GV Spi,4.29,0d 22h 35' 17",4° 36.513',40° 03.472'
278,4.10,38,-120,GV Spi,4.29,0d 22h 35' 33",4° 36.528',40° 03.487'
278,4.10,38,-120,GV Spi,4.28,0d 22h 35' 54",4° 36.548',40° 03.507'
278,4.09,38,-120,GV Spi,4.28,0d 22h 36' 06",4° 36.560',40° 03.518'
278,4.09,38,-120,GV Spi,4.27,0d 22h 36' 44",4° 36.596',40° 03.553'
278,4.08,38,-120,GV Spi,4.27,0d 22h 37' 00",4° 36.612',40° 03.569'
278,4.08,38,-120,GV Spi,4.26,0d 22h 37' 29",4° 36.639',40° 03.596'
278,4.07,38,-120,GV Spi,4.26,0d 22h 37' 50",4° 36.659',40° 03.616'
278,4.07,38,-120,GV Spi,4.25,0d 22h 38' 19",4° 36.687',40° 03.643'
278,4.06,38,-120,GV Spi,4.25,0d 22h 38' 44",4° 36.711',40° 03.666'
278,4.06,38,-120,GV Spi,4.24,0d 22h 39' 12",4° 36.738',40° 03.692'
278,4.05,38,-120,GV Spi,4.24,0d 22h 39' 34",4° 36.758',40° 03.712'
279,4.05,39,-120,GV Spi,4.24,0d 22h 39' 42",4° 36.766',40° 03.720'
279,4.05,39,-120,GV Spi,4.23,0d 22h 40' 03",4° 36.786',40° 03.739'
279,4.04,39,-120,GV Spi,4.23,0d 22h 40' 28",4° 36.811',40° 03.762'
279,4.04,39,-120,GV Spi,4.22,0d 22h 40' 53",4° 36.835',40° 03.785'
279,4.03,39,-120,GV Spi,4.22,0d 22h 41' 22",4° 36.863',40° 03.811'
279,4.03,39,-120,GV Spi,4.21,0d 22h 41' 47",4° 36.887',40° 03.834'
279,4.02,39,-120,GV Spi,4.21,0d 22h 42' 20",4° 36.919',40° 03.864'
279,4.02,39,-120,GV Spi,4.20,0d 22h 42' 37",4° 36.934',40° 03.879'
279,4.01,39,-120,GV Spi,4.20,0d 22h 43' 14",4° 36.970',40° 03.913'
279,4.01,39,-120,GV Spi,4.19,0d 22h 43' 31",4° 36.986',40° 03.928'
280,4.01,39,-120,GV Spi,4.19,0d 22h 43' 47",4° 37.002',40° 03.943'
280,4.01,40,-120,GV Spi,4.19,0d 22h 43' 52",4° 37.006',40° 03.947'
280,4.00,40,-120,GV Spi,4.19,0d 22h 44' 09",4° 37.023',40° 03.962'
280,4.00,40,-120,GV Spi,4.18,0d 22h 44' 25",4° 37.039',40° 03.976'
280,3.99,40,-120,GV Spi,4.18,0d 22h 45' 07",4° 37.079',40° 04.013'
280,3.99,40,-120,GV Spi,4.17,0d 22h 45' 23",4° 37.095',40° 04.028'
280,3.98,40,-120,GV Spi,4.17,0d 22h 46' 05",4° 37.136',40° 04.065'
280,3.98,40,-120,GV Spi,4.16,0d 22h 46' 17",4° 37.148',40° 04.076'
280,3.97,40,-120,GV Spi,4.16,0d 22h 47' 07",4° 37.196',40° 04.120'
280,3.97,40,-120,GV Spi,4.15,0d 22h 47' 15",4° 37.204',40° 04.127'
281,3.97,41,-120,GV Spi,4.15,0d 22h 47' 57",4° 37.244',40° 04.164'
281,3.96,41,-120,GV Spi,4.15,0d 22h 48' 05",4° 37.253',40° 04.171'
281,3.96,41,-120,GV Spi,4.14,0d 22h 48' 13",4° 37.261',40° 04.178'
281,3.95,41,-120,GV Spi,4.14,0d 22h 49' 08",4° 37.314',40° 04.226'
281,3.95,41,-120,GV Spi,4.13,0d 22h 49' 12",4° 37.318',40° 04.229'
281,3.94,41,-120,GV Spi,4.12,0d 22h 50' 10",4° 37.375',40° 04.279'
281,3.94,41,-120,GV Spi,4.11,0d 22h 51' 08",4° 37.432',40° 04.329'
281,3.93,41,-120,GV Spi,4.11,0d 22h 51' 12",4° 37.436',40° 04.333'
282,3.93,42,-120,GV Spi,4.11,0d 22h 52' 06",4° 37.489',40° 04.379'
282,3.93,42,-120,GV Spi,4.10,0d 22h 52' 10",4° 37.493',40° 04.383'
282,3.92,42,-120,GV Spi,4.10,0d 22h 52' 14",4° 37.497',40° 04.387'
282,3.92,42,-120,GV Spi,4.09,0d 22h 53' 12",4° 37.555',40° 04.436'
282,3.91,42,-120,GV Spi,4.09,0d 22h 53' 21",4° 37.564',40° 04.443'
282,3.91,42,-120,GV Spi,4.08,0d 22h 54' 15",4° 37.617',40° 04.488'
282,3.90,42,-120,GV Spi,4.08,0d 22h 54' 27",4° 37.630',40° 04.499'
282,3.90,42,-120,GV Spi,4.07,0d 22h 55' 21",4° 37.683',40° 04.544'
282,3.89,42,-120,GV Spi,4.07,0d 22h 55' 34",4° 37.696',40° 04.555'
283,3.89,43,-120,GV Spi,4.07,0d 22h 56' 15",4° 37.737',40° 04.590'
283,3.89,43,-120,GV Spi,4.06,0d 22h 56' 28",4° 37.749',40° 04.600'
283,3.88,43,-120,GV Spi,4.06,0d 22h 56' 45",4° 37.766',40° 04.614'
283,3.88,43,-120,GV Spi,4.05,0d 22h 57' 34",4° 37.816',40° 04.655'
283,3.87,43,-120,GV Spi,4.05,0d 22h 57' 55",4° 37.837',40° 04.672'
283,3.87,43,-120,GV Spi,4.04,0d 22h 58' 41",4° 37.883',40° 04.710'
283,3.86,43,-120,GV Spi,4.04,0d 22h 59' 06",4° 37.908',40° 04.730'
283,3.86,43,-120,GV Spi,4.03,0d 22h 59' 51",4° 37.953',40° 04.768'
273,2.83,33,-120,GV Spi,2.96,0d 23h 00' 04",4° 37.964',40° 04.777'
273,2.83,33,-120,GV Spi,2.95,0d 23h 00' 50",4° 37.991',40° 04.809'
273,2.82,33,-120,GV Spi,2.95,0d 23h 00' 54",4° 37.993',40° 04.811'
273,2.82,33,-120,GV Spi,2.94,0d 23h 01' 47",4° 38.024',40° 04.848'
273,2.81,33,-120,GV Spi,2.94,0d 23h 01' 56",4° 38.029',40° 04.854'
285,2.41,45,-120,GV Spi,2.52,0d 23h 59' 33",4° 40.146',40° 06.877'
285,2.41,45,-120,GV Spi,2.51,0d 23h 59' 45",4° 40.154',40° 06.883'
285,2.40,45,-120,GV Spi,2.51,0d 23h 59' 50",4° 40.157',40° 06.885'
259,1.44,45,-146,GV Spi,1.21,1d 00h 00' 02",4° 40.164',40° 06.890'
259,1.43,19,-120,GV Spi,1.50,1d 00h 00' 27",4° 40.172',40° 06.897'
259,1.43,19,-1,GV Spi,1.50,1d 00h 00' 39",4° 40.174',40° 06.901'
259,1.43,78,-179,GV 1 Foc 1,0.11,1d 00h 00' 43",4° 40.174',40° 06.902'
259,1.43,78,-179,GV Spi,0.39,1d 00h 00' 47",4° 40.175',40° 06.902'
259,1.43,19,-120,GV Spi,1.50,1d 00h 00' 52",4° 40.175',40° 06.904'
259,1.43,19,-120,GV Spi,1.49,1d 00h 01' 21",4° 40.180',40° 06.915'
259,1.42,19,-120,GV Spi,1.49,1d 00h 02' 02",4° 40.188',40° 06.931'
260,1.42,20,-120,GV Spi,1.49,1d 00h 02' 40",4° 40.194',40° 06.946'
260,1.42,20,-120,GV Spi,1.48,1d 00h 02' 48",4° 40.196',40° 06.949'
260,1.42,140,120,GV Spi,1.48,1d 00h 03' 05",4° 40.199',40° 06.953'
260,1.42,20,-120,GV Spi,1.48,1d 00h 03' 13",4° 40.202',40° 06.952'
260,1.41,20,-120,GV Spi,1.48,1d 00h 03' 55",4° 40.210',40° 06.968'
260,1.41,20,-120,GV Spi,1.47,1d 00h 04' 37",4° 40.217',40° 06.984'
260,1.40,20,-120,GV Spi,1.47,1d 00h 05' 26",4° 40.226',40° 07.003'
260,1.40,20,-120,GV Spi,1.46,1d 00h 06' 03",4° 40.233',40° 07.017'
260,1.39,20,-120,GV Spi,1.46,1d 00h 07' 01",4° 40.244',40° 07.040'
260,1.39,20,-120,GV Spi,1.45,1d 00h 07' 35",4° 40.250',40° 07.052'
260,1.38,20,-120,GV Spi,1.45,1d 00h 08' 37",4° 40.261',40° 07.076'
260,1.38,20,-120,GV Spi,1.44,1d 00h 09' 06",4° 40.266',40° 07.087'
260,1.37,20,-120,GV Spi,1.44,1d 00h 10' 12",4° 40.278',40° 07.112'
261,1.37,21,-120,GV Spi,1.43,1d 00h 10' 37",4° 40.282',40° 07.121'
261,1.36,21,-120,GV Spi,1.43,1d 00h 11' 48",4° 40.296',40° 07.148'
261,1.36,21,-120,GV Spi,1.42,1d 00h 12' 09",4° 40.300',40° 07.155'
261,1.35,21,-120,GV Spi,1.42,1d 00h 13' 28",4° 40.314',40° 07.184'
261,1.35,21,-120,GV Spi,1.41,1d 00h 13' 45",4° 40.317',40° 07.190'
261,1.34,21,-120,GV Spi,1.41,1d 00h 15' 08",4° 40.333',40° 07.221'
261,1.34,21,-120,GV Spi,1.40,1d 00h 15' 20",4° 40.335',40° 07.225'
261,1.33,21,-120,GV Spi,1.40,1d 00h 16' 47",4° 40.351',40° 07.257'
261,1.33,21,-120,GV Spi,1.39,1d 00h 16' 55",4° 40.352',40° 07.260'
262,1.33,22,-120,GV Spi,1.39,1d 00h 18' 02",4° 40.364',40° 07.284'
262,1.32,22,-120,GV Spi,1.39,1d 00h 18' 27",4° 40.369',40° 07.293'
262,1.32,22,-120,GV Spi,1.38,1d 00h 18' 35",4° 40.371',40° 07.296'
262,1.31,22,-120,GV Spi,1.37,1d 00h 20' 11",4° 40.388',40° 07.330'
262,1.31,22,-120,GV Spi,1.36,1d 00h 21' 50",4° 40.407',40° 07.365'
262,1.30,22,-120,GV Spi,1.36,1d 00h 21' 55",4° 40.408',40° 07.367'
262,1.30,22,-120,GV Spi,1.35,1d 00h 23' 34",4° 40.426',40° 07.401'
262,1.29,22,-120,GV Spi,1.35,1d 00h 23' 42",4° 40.428',40° 07.404'
263,1.29,23,-120,GV Spi,1.34,1d 00h 25' 14",4° 40.445',40° 07.436'
263,1.28,23,-120,GV Spi,1.34,1d 00h 25' 26",4° 40.447',40° 07.440'
263,1.28,23,-120,GV Spi,1.33,1d 00h 26' 57",4° 40.464',40° 07.471'
263,1.27,23,-120,GV Spi,1.33,1d 00h 27' 18",4° 40.468',40° 07.479'
263,1.27,23,-120,GV Spi,1.32,1d 00h 28' 41",4° 40.484',40° 07.507'
263,1.26,23,-120,GV Spi,1.32,1d 00h 29' 06",4° 40.489',40° 07.515'
263,1.26,23,-120,GV Spi,1.31,1d 00h 30' 30",4° 40.504',40° 07.543'
263,1.25,23,-120,GV Spi,1.31,1d 00h 30' 59",4° 40.510',40° 07.553'
264,1.25,23,-120,GV Spi,1.30,1d 00h 32' 14",4° 40.523',40° 07.578'
264,1.25,24,-120,GV Spi,1.30,1d 00h 32' 18",4° 40.524',40° 07.580'
264,1.24,24,-120,GV Spi,1.30,1d 00h 32' 51",4° 40.531',40° 07.591'
264,1.24,24,-120,GV Spi,1.29,1d 00h 34' 06",4° 40.545',40° 07.615'
264,1.23,24,-120,GV Spi,1.29,1d 00h 34' 43",4° 40.552',40° 07.627'
264,1.23,24,-120,GV Spi,1.28,1d 00h 35' 54",4° 40.566',40° 07.650'
264,1.22,24,-120,GV Spi,1.28,1d 00h 36' 39",4° 40.574',40° 07.665'
264,1.22,24,-110,GV Genois,1.11,1d 00h 37' 00",4° 40.578',40° 07.672'
264,1.22,14,-1,GV Genois,1.15,1d 00h 37' 05",4° 40.579',40° 07.673'
264,1.22,4,-100,GV Genois,1.18,1d 00h 37' 09",4° 40.579',40° 07.675'
264,1.22,354,-90,GV Genois,1.18,1d 00h 37' 13",4° 40.579',40° 07.676'
264,1.22,334,-70,GV Genois,1.14,1d 00h 37' 17",4° 40.578',40° 07.677'
264,1.22,354,-90,GV Genois,1.18,1d 00h 37' 21",4° 40.578',40° 07.679'
264,1.22,174,90,GV Genois,1.18,1d 00h 37' 34",4° 40.578',40° 07.682'
264,1.22,174,-0,GV Genois,1.18,1d 00h 37' 38",4° 40.578',40° 07.681'
264,1.22,264,0,GV Genois,0.00,1d 00h 37' 42",4° 40.578',40° 07.681'
264,1.22,85,179,GV Genois,0.09,1d 00h 37' 46",4° 40.578',40° 07.681'
264,1.22,85,179,GV Spi,0.34,1d 00h 37' 50",4° 40.578',40° 07.681'
264,1.22,144,120,GV Spi,1.28,1d 00h 37' 54",4° 40.579',40° 07.680'
264,1.22,24,-120,GV Spi,1.28,1d 00h 37' 59",4° 40.580',40° 07.681'
264,1.22,24,-120,GV Spi,1.27,1d 00h 38' 19",4° 40.584',40° 07.687'
264,1.21,24,-120,GV Spi,1.27,1d 00h 39' 09",4° 40.593',40° 07.703'
265,1.21,25,-120,GV Spi,1.27,1d 00h 39' 38",4° 40.599',40° 07.713'
265,1.21,25,-120,GV Spi,1.26,1d 00h 40' 12",4° 40.605',40° 07.723'
265,1.20,25,-120,GV Spi,1.26,1d 00h 41' 10",4° 40.616',40° 07.742'
265,1.20,25,-120,GV Spi,1.25,1d 00h 42' 04",4° 40.627',40° 07.759'
265,1.19,25,-120,GV Spi,1.25,1d 00h 43' 10",4° 40.640',40° 07.780'
265,1.19,25,-120,GV Spi,1.24,1d 00h 44' 04",4° 40.650',40° 07.797'
265,1.18,25,-120,GV Spi,1.24,1d 00h 45' 11",4° 40.663',40° 07.818'
265,1.18,25,-120,GV Spi,1.23,1d 00h 46' 00",4° 40.672',40° 07.833'
266,1.18,26,-120,GV Spi,1.23,1d 00h 46' 17",4° 40.675',40° 07.838'
266,1.17,26,-120,GV Spi,1.22,1d 00h 48' 22",4° 40.702',40° 07.875'
266,1.16,26,-120,GV Spi,1.22,1d 00h 49' 33",4° 40.716',40° 07.897'
266,1.16,26,-120,GV Spi,1.21,1d 00h 50' 10",4° 40.723',40° 07.908'
266,1.15,26,-120,GV Spi,1.21,1d 00h 51' 38",4° 40.740',40° 07.934'
266,1.15,26,-120,GV Spi,1.20,1d 00h 52' 15",4° 40.747',40° 07.945'
267,1.15,27,-120,GV Spi,1.20,1d 00h 52' 56",4° 40.755',40° 07.958'
267,1.14,27,-120,GV Spi,1.20,1d 00h 53' 51",4° 40.766',40° 07.974'
267,1.14,27,-120,GV Spi,1.19,1d 00h 54' 20",4° 40.771',40° 07.983'
267,1.13,27,-120,GV Spi,1.19,1d 00h 56' 04",4° 40.792',40° 08.013'
267,1.13,27,-120,GV Spi,1.18,1d 00h 56' 29",4° 40.797',40° 08.021'
267,1.12,27,-120,GV Spi,1.18,1d 00h 58' 21",4° 40.819',40° 08.053'
267,1.12,27,-120,GV Spi,1.17,1d 00h 58' 37",4° 40.822',40° 08.058'
268,1.12,28,-120,GV Spi,1.17,1d 00h 59' 19",4° 40.830',40° 08.070'
193,1.02,28,-120,GV Spi,1.07,1d 01h 00' 00",4° 40.838',40° 08.082'
193,1.02,313,-120,GV Spi,1.07,1d 01h 00' 05",4° 40.837',40° 08.083'
193,1.02,313,-120,GV Spi,1.06,1d 01h 00' 50",4° 40.824',40° 08.092'
193,1.01,73,120,GV Spi,1.06,1d 01h 03' 41",4° 40.802',40° 08.121'
192,1.01,72,120,GV Spi,1.06,1d 01h 06' 48",4° 40.870',40° 08.137'
192,1.01,72,120,GV Spi,1.05,1d 01h 08' 19",4° 40.904',40° 08.145'
192,1.00,72,120,GV Spi,1.05,1d 01h 12' 29",4° 40.994',40° 08.168'
192,1.00,72,120,GV Spi,1.04,1d 01h 18' 26",4° 41.124',40° 08.200'
192,0.99,72,120,GV Spi,1.04,1d 01h 23' 08",4° 41.225',40° 08.225'
192,0.99,72,120,GV Spi,1.03,1d 01h 28' 40",4° 41.344',40° 08.255'
192,0.98,72,120,GV Spi,1.03,1d 01h 33' 51",4° 41.455',40° 08.282'
191,0.98,71,120,GV Spi,1.03,1d 01h 37' 43",4° 41.538',40° 08.303'
191,0.98,71,120,GV Spi,1.02,1d 01h 38' 54",4° 41.563',40° 08.309'
191,0.97,71,120,GV Spi,1.02,1d 01h 44' 18",4° 41.676',40° 08.339'
191,0.97,71,120,GV Spi,1.01,1d 01h 48' 48",4° 41.771',40° 08.364'
