index,w_azi,w_spd,b_rte,w_ang,b_sails,b_spd,chrono,lon,lat,spd_perc,w_ang_a
16610,223,19.28,264,-41,GV Genois,6.92,"6d 09h 23' 34""",8° 20.053',43° 09.609',0.36,41
16611,223,19.28,262,-39,GV Genois,6.67,"6d 09h 23' 36""",8° 20.047',43° 09.608',0.35,39
16612,223,19.28,260,-37,GV Genois,6.34,"6d 09h 23' 38""",8° 20.042',43° 09.608',0.33,37
16613,223,19.28,258,-35,GV Genois,6.02,"6d 09h 23' 40""",8° 20.038',43° 09.607',0.31,35
16614,223,19.28,256,-33,GV Genois,5.6,"6d 09h 23' 43""",8° 20.033',43° 09.606',0.29,33
16615,223,19.28,254,-31,GV Genois,5.17,"6d 09h 23' 45""",8° 20.028',43° 09.605',0.27,31
16616,223,19.28,252,-29,GV Genois,4.69,"6d 09h 23' 47""",8° 20.025',43° 09.604',0.24,28
16617,223,19.28,250,-27,GV Genois,4.16,"6d 09h 23' 50""",8° 20.021',43° 09.603',0.22,27
16618,223,19.28,248,-25,GV Genois,3.62,"6d 09h 23' 52""",8° 20.018',43° 09.602',0.19,24
16619,223,19.28,246,-23,GV Genois,3.0,"6d 09h 23' 54""",8° 20.016',43° 09.602',0.16,23
16620,223,19.28,244,-21,GV Genois,2.38,"6d 09h 23' 56""",8° 20.014',43° 09.601',0.12,21
16621,223,19.28,242,-19,GV Genois,1.87,"6d 09h 23' 59""",8° 20.012',43° 09.600',0.1,18
16622,223,19.28,240,-17,GV Genois,1.45,"6d 09h 24' 01""",8° 20.011',43° 09.600',0.08,17
16623,223,19.28,238,-15,GV Genois,1.04,"6d 09h 24' 04""",8° 20.010',43° 09.599',0.05,14
16624,223,19.28,236,-13,GV Genois,0.77,"6d 09h 24' 06""",8° 20.010',43° 09.599',0.04,13
16625,223,19.28,234,-11,GV Genois,0.51,"6d 09h 24' 09""",8° 20.009',43° 09.599',0.03,10
16626,223,19.28,232,-9,GV Genois,0.32,"6d 09h 24' 11""",8° 20.009',43° 09.599',0.02,9
16627,223,19.28,230,-7,GV Genois,0.21,"6d 09h 24' 13""",8° 20.009',43° 09.599',0.01,6
16628,223,19.28,228,-5,GV Genois,0.09,"6d 09h 24' 15""",8° 20.009',43° 09.599',0.0,4
16629,223,19.28,226,-3,GV Genois,0.06,"6d 09h 24' 18""",8° 20.009',43° 09.599',0.0,3
16630,223,19.28,224,-1,GV Genois,0.02,"6d 09h 24' 20""",8° 20.009',43° 09.599',0.0,0
16632,223,19.28,220,3,GV Genois,0.06,"6d 09h 24' 24""",8° 20.009',43° 09.599',0.0,3
16633,223,19.28,218,5,GV Genois,0.09,"6d 09h 24' 27""",8° 20.009',43° 09.599',0.0,4
16634,223,19.28,216,7,GV Genois,0.21,"6d 09h 24' 29""",8° 20.009',43° 09.598',0.01,7
16635,223,19.28,214,9,GV Genois,0.32,"6d 09h 24' 31""",8° 20.009',43° 09.598',0.02,8
16636,223,19.28,212,11,GV Genois,0.51,"6d 09h 24' 34""",8° 20.008',43° 09.598',0.03,10
16637,223,19.28,210,13,GV Genois,0.77,"6d 09h 24' 36""",8° 20.008',43° 09.598',0.04,12
16638,223,19.28,208,15,GV Genois,1.04,"6d 09h 24' 38""",8° 20.008',43° 09.597',0.05,14
16639,223,19.28,206,17,GV Genois,1.45,"6d 09h 24' 41""",8° 20.007',43° 09.596',0.08,17
16640,223,19.28,204,19,GV Genois,1.87,"6d 09h 24' 43""",8° 20.006',43° 09.595',0.1,18
16641,223,19.28,202,21,GV Genois,2.38,"6d 09h 24' 46""",8° 20.005',43° 09.593',0.12,21
16642,223,19.28,200,23,GV Genois,3.0,"6d 09h 24' 48""",8° 20.005',43° 09.592',0.16,22
16643,223,19.28,198,25,GV Genois,3.62,"6d 09h 24' 50""",8° 20.003',43° 09.589',0.19,25
16644,223,19.28,196,27,GV Genois,4.16,"6d 09h 24' 53""",8° 20.002',43° 09.587',0.22,26
16645,223,19.28,194,29,GV Genois,4.69,"6d 09h 24' 55""",8° 20.001',43° 09.584',0.24,29
16646,223,19.28,192,31,GV Genois,5.17,"6d 09h 24' 57""",8° 20.000',43° 09.581',0.27,30
16647,223,19.28,190,33,GV Genois,5.6,"6d 09h 25' 00""",8° 20.000',43° 09.577',0.29,33
16648,223,19.28,188,35,GV Genois,6.02,"6d 09h 25' 02""",8° 19.999',43° 09.574',0.31,35
16649,223,19.29,186,37,GV Genois,6.34,"6d 09h 25' 04""",8° 19.998',43° 09.569',0.33,37
16650,223,19.29,184,39,GV Genois,6.67,"6d 09h 25' 07""",8° 19.998',43° 09.565',0.35,39
16651,223,19.29,182,41,GV Genois,6.92,"6d 09h 25' 09""",8° 19.998',43° 09.560',0.36,41
16652,223,19.29,180,43,GV Genois,7.11,"6d 09h 25' 11""",8° 19.998',43° 09.556',0.37,43
16653,223,19.29,178,45,GV Genois,7.29,"6d 09h 25' 14""",8° 19.998',43° 09.551',0.38,45
16654,223,19.29,176,47,GV Genois,7.42,"6d 09h 25' 16""",8° 19.998',43° 09.547',0.38,47
16655,223,19.29,174,49,GV Genois,7.56,"6d 09h 25' 18""",8° 19.999',43° 09.541',0.39,49
16656,223,19.29,172,51,GV Genois,7.68,"6d 09h 25' 21""",8° 20.000',43° 09.536',0.4,50
16657,223,19.29,170,53,GV Genois,7.8,"6d 09h 25' 23""",8° 20.001',43° 09.531',0.4,52
16658,223,19.29,168,55,GV Genois,7.91,"6d 09h 25' 25""",8° 20.003',43° 09.527',0.41,54
16659,223,19.29,166,57,GV Genois,7.99,"6d 09h 25' 28""",8° 20.004',43° 09.521',0.41,57
16660,223,19.29,164,59,GV Genois,8.06,"6d 09h 25' 30""",8° 20.006',43° 09.517',0.42,59
16661,223,19.3,162,61,GV Genois,8.14,"6d 09h 25' 32""",8° 20.009',43° 09.511',0.42,61
16662,223,19.3,160,63,GV Genois,8.2,"6d 09h 25' 34""",8° 20.011',43° 09.507',0.42,63
16663,223,19.3,158,65,GV Genois,8.27,"6d 09h 25' 36""",8° 20.013',43° 09.503',0.43,65
16664,223,19.3,156,67,GV Genois,8.35,"6d 09h 25' 39""",8° 20.016',43° 09.498',0.43,67
16665,223,19.3,154,69,GV Genois,8.42,"6d 09h 25' 41""",8° 20.020',43° 09.492',0.44,69
16666,223,19.3,152,71,GV Genois,8.49,"6d 09h 25' 44""",8° 20.024',43° 09.487',0.44,71
16667,223,19.3,150,73,GV Genois,8.56,"6d 09h 25' 46""",8° 20.028',43° 09.482',0.44,73
16668,223,19.3,148,75,GV Genois,8.62,"6d 09h 25' 48""",8° 20.031',43° 09.478',0.45,75
16669,223,19.3,146,77,GV Genois,8.67,"6d 09h 25' 51""",8° 20.036',43° 09.473',0.45,77
16670,223,19.31,144,79,GV Genois,8.72,"6d 09h 25' 53""",8° 20.041',43° 09.468',0.45,79
16671,223,19.31,142,81,GV Genois,8.76,"6d 09h 25' 55""",8° 20.045',43° 09.464',0.45,81
16672,223,19.31,140,83,GV Genois,8.81,"6d 09h 25' 58""",8° 20.050',43° 09.460',0.46,83
16673,223,19.31,138,85,GV Genois,8.86,"6d 09h 26' 00""",8° 20.056',43° 09.455',0.46,85
16674,223,19.31,136,87,GV Genois,8.89,"6d 09h 26' 02""",8° 20.060',43° 09.451',0.46,87
16675,223,19.31,134,89,GV Genois,8.93,"6d 09h 26' 05""",8° 20.067',43° 09.447',0.46,89
16676,222,19.31,132,90,GV Genois,8.94,"6d 09h 26' 07""",8° 20.072',43° 09.444',0.46,90
16677,222,19.31,129,93,GV Genois,9.01,"6d 09h 26' 09""",8° 20.078',43° 09.440',0.47,93
16678,222,19.31,127,95,GV Genois,9.06,"6d 09h 26' 12""",8° 20.085',43° 09.436',0.47,95
16679,222,19.31,125,97,GV Genois,9.09,"6d 09h 26' 14""",8° 20.091',43° 09.433',0.47,97
16680,222,19.32,123,99,GV Genois,9.12,"6d 09h 26' 16""",8° 20.098',43° 09.430',0.47,99
16681,222,19.32,121,101,GV Genois,9.15,"6d 09h 26' 19""",8° 20.106',43° 09.426',0.47,101
16682,222,19.32,119,103,GV Genois,9.18,"6d 09h 26' 21""",8° 20.112',43° 09.424',0.48,103
16683,222,19.32,117,105,GV Genois,9.21,"6d 09h 26' 23""",8° 20.118',43° 09.422',0.48,105
16684,222,19.32,115,107,GV Genois,9.24,"6d 09h 26' 25""",8° 20.126',43° 09.419',0.48,107
16685,222,19.32,113,109,GV Genois,9.27,"6d 09h 26' 28""",8° 20.134',43° 09.416',0.48,109
16686,222,19.32,111,111,GV Genois,9.29,"6d 09h 26' 30""",8° 20.142',43° 09.414',0.48,111
16687,222,19.32,109,113,GV Genois,9.31,"6d 09h 26' 32""",8° 20.149',43° 09.412',0.48,113
16688,222,19.32,107,115,GV Genois,9.32,"6d 09h 26' 35""",8° 20.158',43° 09.410',0.48,115
16689,222,19.32,105,117,GV Genois,9.34,"6d 09h 26' 37""",8° 20.164',43° 09.409',0.48,117
16690,222,19.32,103,119,GV Genois,9.35,"6d 09h 26' 39""",8° 20.173',43° 09.408',0.48,119
16691,222,19.32,101,121,GV Genois,9.36,"6d 09h 26' 41""",8° 20.182',43° 09.406',0.48,121
16692,222,19.33,99,123,GV Genois,9.35,"6d 09h 26' 44""",8° 20.189',43° 09.406',0.48,123
16694,222,19.33,95,127,GV Genois,9.33,"6d 09h 26' 48""",8° 20.205',43° 09.404',0.48,127
16695,222,19.33,93,129,GV Genois,9.31,"6d 09h 26' 51""",8° 20.214',43° 09.404',0.48,129
16696,222,19.33,91,131,GV Genois,9.29,"6d 09h 26' 53""",8° 20.222',43° 09.404',0.48,131
16697,222,19.33,89,133,GV Genois,9.25,"6d 09h 26' 55""",8° 20.230',43° 09.404',0.48,133
16698,222,19.33,87,135,GV Genois,9.22,"6d 09h 26' 58""",8° 20.238',43° 09.404',0.48,135
16699,222,19.33,85,137,GV Genois,9.15,"6d 09h 27' 00""",8° 20.245',43° 09.405',0.47,137
16700,222,19.33,83,139,GV Genois,9.09,"6d 09h 27' 02""",8° 20.254',43° 09.405',0.47,139
16701,222,19.33,81,141,GV Genois,9.0,"6d 09h 27' 04""",8° 20.261',43° 09.406',0.47,141
16702,222,19.33,79,143,GV Genois,8.89,"6d 09h 27' 07""",8° 20.269',43° 09.407',0.46,143
16703,222,19.33,77,145,GV Genois,8.78,"6d 09h 27' 09""",8° 20.277',43° 09.409',0.45,145
16704,222,19.33,75,147,GV Genois,8.64,"6d 09h 27' 11""",8° 20.283',43° 09.410',0.45,147
16705,222,19.33,73,149,GV Genois,8.5,"6d 09h 27' 14""",8° 20.291',43° 09.412',0.44,149
16706,222,19.33,71,151,GV Genois,8.32,"6d 09h 27' 16""",8° 20.297',43° 09.413',0.43,151
16707,222,19.33,69,153,GV Genois,8.11,"6d 09h 27' 18""",8° 20.305',43° 09.415',0.42,153
16708,222,19.33,67,155,GV Genois,7.89,"6d 09h 27' 21""",8° 20.311',43° 09.417',0.41,155
16709,222,19.33,65,157,GV Genois,7.64,"6d 09h 27' 23""",8° 20.317',43° 09.419',0.4,157
16710,222,19.33,63,159,GV Genois,7.39,"6d 09h 27' 25""",8° 20.323',43° 09.421',0.38,159
16711,222,19.33,61,161,GV Genois,7.14,"6d 09h 27' 27""",8° 20.328',43° 09.423',0.37,161
16712,222,19.33,59,163,GV Genois,6.87,"6d 09h 27' 30""",8° 20.333',43° 09.426',0.36,163
16713,222,19.33,57,165,GV Genois,6.61,"6d 09h 27' 32""",8° 20.339',43° 09.428',0.34,165
16714,222,19.33,55,167,GV Genois,6.3,"6d 09h 27' 35""",8° 20.344',43° 09.431',0.33,167
16715,222,19.33,53,169,GV Genois,5.98,"6d 09h 27' 37""",8° 20.347',43° 09.433',0.31,169
16716,222,19.33,51,171,GV Genois,5.65,"6d 09h 27' 39""",8° 20.351',43° 09.435',0.29,170
16717,222,19.33,49,173,GV Genois,5.3,"6d 09h 27' 42""",8° 20.355',43° 09.438',0.27,172
16718,222,19.33,47,175,GV Genois,4.95,"6d 09h 27' 44""",8° 20.358',43° 09.440',0.26,175
16719,222,19.33,45,177,GV Genois,4.61,"6d 09h 27' 46""",8° 20.361',43° 09.442',0.24,176
16720,222,19.33,43,179,GV Genois,4.26,"6d 09h 27' 49""",8° 20.364',43° 09.444',0.22,179
16742,222,19.31,359,-137,GV Spi,10.91,"6d 09h 28' 39""",8° 20.423',43° 09.573',0.56,137
16743,222,19.31,357,-135,GV Spi,10.88,"6d 09h 28' 42""",8° 20.423',43° 09.580',0.56,135
16744,222,19.31,355,-133,GV Spi,10.84,"6d 09h 28' 44""",8° 20.422',43° 09.588',0.56,133
16745,222,19.31,353,-131,GV Spi,10.81,"6d 09h 28' 47""",8° 20.421',43° 09.595',0.56,131
16746,222,19.31,351,-129,GV Spi,10.72,"6d 09h 28' 49""",8° 20.420',43° 09.601',0.56,129
16747,222,19.31,349,-127,GV Spi,10.6,"6d 09h 28' 51""",8° 20.418',43° 09.608',0.55,127
16748,222,19.31,347,-125,GV Spi,10.47,"6d 09h 28' 54""",8° 20.415',43° 09.615',0.54,125
16749,222,19.3,345,-123,GV Spi,10.27,"6d 09h 28' 56""",8° 20.413',43° 09.622',0.53,123
16750,222,19.3,343,-121,GV Spi,10.07,"6d 09h 28' 58""",8° 20.410',43° 09.629',0.52,121
16751,222,19.3,341,-119,GV Spi,9.86,"6d 09h 29' 01""",8° 20.408',43° 09.634',0.51,119
16752,222,19.3,339,-117,GV Spi,9.63,"6d 09h 29' 03""",8° 20.404',43° 09.640',0.5,117
16753,222,19.3,337,-115,GV Spi,9.41,"6d 09h 29' 05""",8° 20.402',43° 09.645',0.49,115
16754,222,19.3,335,-113,GV Spi,9.11,"6d 09h 29' 08""",8° 20.398',43° 09.651',0.47,113
16755,222,19.3,333,-111,GV Spi,8.81,"6d 09h 29' 10""",8° 20.394',43° 09.656',0.46,111
16756,222,19.3,331,-109,GV Spi,8.49,"6d 09h 29' 13""",8° 20.390',43° 09.661',0.44,109
16757,222,19.3,329,-107,GV Spi,8.14,"6d 09h 29' 15""",8° 20.387',43° 09.665',0.42,107
16758,222,19.29,327,-105,GV Spi,7.8,"6d 09h 29' 17""",8° 20.383',43° 09.670',0.4,105
16759,222,19.29,325,-103,GV Spi,7.3,"6d 09h 29' 20""",8° 20.379',43° 09.674',0.38,103
16760,222,19.29,323,-101,GV Spi,6.81,"6d 09h 29' 22""",8° 20.376',43° 09.677',0.35,100
16761,222,19.29,321,-99,GV Spi,6.32,"6d 09h 29' 24""",8° 20.372',43° 09.680',0.33,99
16762,222,19.29,319,-97,GV Spi,5.82,"6d 09h 29' 26""",8° 20.369',43° 09.683',0.3,96
16763,222,19.29,317,-95,GV Spi,5.32,"6d 09h 29' 29""",8° 20.366',43° 09.686',0.28,95
16764,222,19.29,315,-93,GV Spi,4.7,"6d 09h 29' 31""",8° 20.362',43° 09.688',0.24,93
16765,222,19.29,313,-91,GV Spi,4.09,"6d 09h 29' 33""",8° 20.360',43° 09.689',0.21,91
16766,222,19.29,311,-89,GV Spi,3.43,"6d 09h 29' 36""",8° 20.358',43° 09.691',0.18,89
16767,222,19.29,309,-87,GV Spi,2.74,"6d 09h 29' 38""",8° 20.356',43° 09.692',0.14,87
16768,222,19.29,307,-85,GV Spi,2.05,"6d 09h 29' 40""",8° 20.354',43° 09.693',0.11,85
16769,222,19.29,305,-83,GV Spi,1.45,"6d 09h 29' 43""",8° 20.353',43° 09.694',0.08,82
16770,222,19.29,303,-81,GV Spi,0.84,"6d 09h 29' 45""",8° 20.353',43° 09.694',0.04,81
16771,222,19.29,301,-79,GV Spi,0.49,"6d 09h 29' 47""",8° 20.352',43° 09.694',0.03,78
16772,222,19.29,299,-77,GV Spi,0.4,"6d 09h 29' 50""",8° 20.352',43° 09.694',0.02,77
16773,222,19.29,297,-75,GV Spi,0.3,"6d 09h 29' 52""",8° 20.352',43° 09.694',0.02,75
16774,222,19.29,295,-73,GV Spi,0.18,"6d 09h 29' 54""",8° 20.352',43° 09.694',0.01,73
16775,222,19.29,293,-71,GV Spi,0.06,"6d 09h 29' 56""",8° 20.352',43° 09.694',0.0,71
16776,222,19.29,291,-69,GV Spi,0.0,"6d 09h 29' 59""",8° 20.352',43° 09.694',0.0,69
16846,222,19.29,151,71,GV Spi,0.06,"6d 09h 32' 41""",8° 20.352',43° 09.694',0.0,71
16847,222,19.29,149,73,GV Spi,0.18,"6d 09h 32' 43""",8° 20.352',43° 09.694',0.01,73
16848,222,19.29,147,75,GV Spi,0.3,"6d 09h 32' 46""",8° 20.352',43° 09.694',0.02,75
16849,222,19.29,145,77,GV Spi,0.4,"6d 09h 32' 48""",8° 20.352',43° 09.694',0.02,77
16850,222,19.29,143,79,GV Spi,0.49,"6d 09h 32' 50""",8° 20.352',43° 09.694',0.03,79
16851,222,19.29,141,81,GV Spi,0.84,"6d 09h 32' 53""",8° 20.353',43° 09.693',0.04,81
16852,222,19.29,139,83,GV Spi,1.45,"6d 09h 32' 55""",8° 20.354',43° 09.692',0.08,83
16853,222,19.29,137,85,GV Spi,2.05,"6d 09h 32' 57""",8° 20.355',43° 09.692',0.11,85
16854,222,19.29,135,87,GV Spi,2.74,"6d 09h 33' 00""",8° 20.357',43° 09.690',0.14,87
16855,222,19.29,133,89,GV Spi,3.43,"6d 09h 33' 02""",8° 20.358',43° 09.689',0.18,89
16856,222,19.29,131,91,GV Spi,4.09,"6d 09h 33' 04""",8° 20.361',43° 09.687',0.21,91
16857,222,19.29,129,93,GV Spi,4.7,"6d 09h 33' 06""",8° 20.364',43° 09.685',0.24,93
16858,222,19.29,127,95,GV Spi,5.32,"6d 09h 33' 09""",8° 20.368',43° 09.683',0.28,95
16859,222,19.29,125,97,GV Spi,5.82,"6d 09h 33' 11""",8° 20.372',43° 09.681',0.3,97
16860,222,19.29,123,99,GV Spi,6.32,"6d 09h 33' 13""",8° 20.377',43° 09.679',0.33,99
16861,222,19.29,121,101,GV Spi,6.81,"6d 09h 33' 16""",8° 20.382',43° 09.676',0.35,101
16862,222,19.29,119,103,GV Spi,7.3,"6d 09h 33' 18""",8° 20.387',43° 09.675',0.38,103
16863,222,19.29,117,105,GV Spi,7.8,"6d 09h 33' 20""",8° 20.394',43° 09.672',0.4,105
16864,222,19.3,115,107,GV Spi,8.14,"6d 09h 33' 23""",8° 20.401',43° 09.670',0.42,107
16865,222,19.3,113,109,GV Spi,8.49,"6d 09h 33' 25""",8° 20.407',43° 09.668',0.44,109
16866,222,19.3,111,111,GV Spi,8.81,"6d 09h 33' 27""",8° 20.415',43° 09.666',0.46,111
16867,222,19.3,109,113,GV Spi,9.11,"6d 09h 33' 29""",8° 20.421',43° 09.664',0.47,113
16868,222,19.3,107,115,GV Spi,9.41,"6d 09h 33' 32""",8° 20.430',43° 09.662',0.49,115
16869,222,19.3,105,117,GV Spi,9.63,"6d 09h 33' 34""",8° 20.439',43° 09.660',0.5,117
16870,222,19.3,103,119,GV Spi,9.86,"6d 09h 33' 36""",8° 20.446',43° 09.659',0.51,119
16871,222,19.3,101,121,GV Spi,10.07,"6d 09h 33' 39""",8° 20.455',43° 09.658',0.52,121
16872,222,19.3,99,123,GV Spi,10.27,"6d 09h 33' 41""",8° 20.463',43° 09.657',0.53,123
16873,222,19.3,97,125,GV Spi,10.47,"6d 09h 33' 43""",8° 20.473',43° 09.656',0.54,125
16874,222,19.3,95,127,GV Spi,10.59,"6d 09h 33' 46""",8° 20.483',43° 09.655',0.55,127
16875,222,19.3,93,129,GV Spi,10.72,"6d 09h 33' 48""",8° 20.491',43° 09.655',0.56,129
16876,222,19.3,91,131,GV Spi,10.81,"6d 09h 33' 50""",8° 20.502',43° 09.655',0.56,131
16877,222,19.31,89,133,GV Spi,10.84,"6d 09h 33' 52""",8° 20.510',43° 09.655',0.56,133
16878,222,19.31,87,135,GV Spi,10.88,"6d 09h 33' 55""",8° 20.520',43° 09.655',0.56,135
16879,222,19.31,85,137,GV Spi,10.91,"6d 09h 33' 57""",8° 20.530',43° 09.656',0.56,137
16880,222,19.31,83,139,GV Spi,10.94,"6d 09h 34' 00""",8° 20.541',43° 09.657',0.57,139
16881,222,19.31,81,141,GV Spi,10.96,"6d 09h 34' 02""",8° 20.549',43° 09.658',0.57,141
16882,222,19.31,79,143,GV Spi,10.95,"6d 09h 34' 04""",8° 20.559',43° 09.659',0.57,143
16884,222,19.31,75,147,GV Spi,10.9,"6d 09h 34' 09""",8° 20.580',43° 09.663',0.56,147
16885,222,19.31,73,149,GV Spi,10.86,"6d 09h 34' 11""",8° 20.588',43° 09.665',0.56,149
16886,222,19.31,71,151,GV Spi,10.81,"6d 09h 34' 13""",8° 20.595',43° 09.667',0.56,151
16887,222,19.31,69,153,GV Spi,10.76,"6d 09h 34' 16""",8° 20.605',43° 09.669',0.56,153
16888,222,19.31,67,155,GV Spi,10.7,"6d 09h 34' 18""",8° 20.614',43° 09.672',0.55,155
16889,222,19.31,65,157,GV Spi,10.57,"6d 09h 34' 20""",8° 20.622',43° 09.675',0.55,157
16890,222,19.31,63,159,GV Spi,10.43,"6d 09h 34' 22""",8° 20.631',43° 09.678',0.54,159
16891,222,19.31,61,161,GV Spi,10.25,"6d 09h 34' 25""",8° 20.638',43° 09.681',0.53,161
16892,222,19.31,59,163,GV Spi,10.03,"6d 09h 34' 27""",8° 20.646',43° 09.684',0.52,163
16893,222,19.31,57,165,GV Spi,9.81,"6d 09h 34' 29""",8° 20.652',43° 09.687',0.51,165
16894,222,19.31,55,167,GV Spi,9.47,"6d 09h 34' 32""",8° 20.660',43° 09.691',0.49,167
16895,222,19.31,53,169,GV Spi,9.14,"6d 09h 34' 34""",8° 20.667',43° 09.695',0.47,169
16896,222,19.31,51,171,GV Spi,8.75,"6d 09h 34' 36""",8° 20.672',43° 09.698',0.45,170
16897,222,19.31,49,173,GV Spi,8.33,"6d 09h 34' 39""",8° 20.678',43° 09.702',0.43,172
16898,222,19.31,47,175,GV Spi,7.9,"6d 09h 34' 41""",8° 20.682',43° 09.705',0.41,175
16899,222,19.31,45,177,GV Spi,7.47,"6d 09h 34' 43""",8° 20.687',43° 09.709',0.39,176
16900,222,19.31,43,179,GV Spi,7.04,"6d 09h 34' 46""",8° 20.692',43° 09.712',0.36,179
16923,223,20.42,358,-135,GV 3 Foc 3,7.01,"6d 10h 01' 04""",8° 20.716',43° 09.776',0.34,135
16924,223,20.41,356,-133,GV 3 Foc 3,7.14,"6d 10h 01' 07""",8° 20.716',43° 09.781',0.35,133
16925,223,20.41,354,-131,GV 3 Foc 3,7.26,"6d 10h 01' 09""",8° 20.715',43° 09.785',0.36,131
16926,223,20.41,352,-129,GV 3 Foc 3,7.37,"6d 10h 01' 11""",8° 20.714',43° 09.791',0.36,129
16927,223,20.41,350,-127,GV 3 Foc 3,7.46,"6d 10h 01' 14""",8° 20.713',43° 09.796',0.37,127
16928,223,20.41,348,-125,GV 3 Foc 3,7.55,"6d 10h 01' 16""",8° 20.712',43° 09.800',0.37,125
16929,223,20.41,346,-123,GV 3 Foc 3,7.6,"6d 10h 01' 18""",8° 20.710',43° 09.805',0.37,123
16930,223,20.41,344,-121,GV 3 Foc 3,7.66,"6d 10h 01' 21""",8° 20.708',43° 09.810',0.38,121
16931,223,20.41,342,-119,GV 3 Foc 3,7.7,"6d 10h 01' 23""",8° 20.706',43° 09.815',0.38,119
16932,223,20.41,340,-117,GV 3 Foc 3,7.73,"6d 10h 01' 25""",8° 20.704',43° 09.819',0.38,117
16933,223,20.41,338,-115,GV 3 Foc 3,7.77,"6d 10h 01' 28""",8° 20.701',43° 09.824',0.38,115
16934,223,20.4,336,-113,GV 3 Foc 3,7.78,"6d 10h 01' 30""",8° 20.698',43° 09.828',0.38,113
16935,223,20.4,334,-111,GV 3 Foc 3,7.79,"6d 10h 01' 33""",8° 20.695',43° 09.833',0.38,111
16936,223,20.4,332,-109,GV 3 Foc 3,7.78,"6d 10h 01' 35""",8° 20.692',43° 09.837',0.38,109
16937,223,20.4,330,-107,GV 3 Foc 3,7.77,"6d 10h 01' 37""",8° 20.689',43° 09.842',0.38,107
16938,223,20.4,328,-105,GV 3 Foc 3,7.76,"6d 10h 01' 39""",8° 20.686',43° 09.845',0.38,105
16939,223,20.4,326,-103,GV 3 Foc 3,7.74,"6d 10h 01' 42""",8° 20.681',43° 09.850',0.38,103
16940,223,20.4,324,-101,GV 3 Foc 3,7.71,"6d 10h 01' 44""",8° 20.677',43° 09.854',0.38,100
16941,223,20.4,322,-99,GV 3 Foc 3,7.69,"6d 10h 01' 46""",8° 20.673',43° 09.858',0.38,99
16942,223,20.4,320,-97,GV 3 Foc 3,7.67,"6d 10h 01' 49""",8° 20.669',43° 09.862',0.38,96
16943,223,20.4,318,-95,GV 3 Foc 3,7.65,"6d 10h 01' 51""",8° 20.665',43° 09.865',0.38,95
16944,223,20.39,316,-93,GV 3 Foc 3,7.63,"6d 10h 01' 53""",8° 20.660',43° 09.869',0.37,93
16945,223,20.39,314,-91,GV 3 Foc 3,7.61,"6d 10h 01' 55""",8° 20.656',43° 09.872',0.37,91
16946,223,20.39,312,-89,GV 3 Foc 3,7.58,"6d 10h 01' 58""",8° 20.650',43° 09.875',0.37,89
16947,223,20.39,310,-87,GV 3 Foc 3,7.54,"6d 10h 02' 00""",8° 20.646',43° 09.878',0.37,87
16948,223,20.39,308,-85,GV 3 Foc 3,7.5,"6d 10h 02' 02""",8° 20.640',43° 09.881',0.37,85
16949,223,20.39,306,-83,GV 3 Foc 3,7.46,"6d 10h 02' 04""",8° 20.636',43° 09.884',0.37,82
16950,223,20.39,304,-81,GV 3 Foc 3,7.42,"6d 10h 02' 07""",8° 20.630',43° 09.886',0.36,81
16951,223,20.39,302,-79,GV 3 Foc 3,7.38,"6d 10h 02' 09""",8° 20.624',43° 09.889',0.36,78
16952,223,20.39,300,-77,GV 3 Foc 3,7.34,"6d 10h 02' 11""",8° 20.619',43° 09.891',0.36,77
16953,223,20.39,298,-75,GV 3 Foc 3,7.3,"6d 10h 02' 14""",8° 20.613',43° 09.894',0.36,75
16954,223,20.39,296,-73,GV 3 Foc 3,7.26,"6d 10h 02' 16""",8° 20.608',43° 09.895',0.36,73
16955,223,20.39,294,-71,GV 3 Foc 3,7.21,"6d 10h 02' 18""",8° 20.601',43° 09.897',0.35,71
16956,223,20.39,292,-69,GV 3 Foc 3,7.16,"6d 10h 02' 20""",8° 20.596',43° 09.899',0.35,69
16957,223,20.38,290,-67,GV 3 Foc 3,7.1,"6d 10h 02' 23""",8° 20.590',43° 09.901',0.35,67
16958,223,20.38,288,-65,GV 3 Foc 3,7.03,"6d 10h 02' 25""",8° 20.585',43° 09.902',0.34,64
16959,223,20.38,286,-63,GV 3 Foc 3,6.96,"6d 10h 02' 27""",8° 20.580',43° 09.903',0.34,63
16960,223,20.38,284,-61,GV 3 Foc 3,6.89,"6d 10h 02' 29""",8° 20.573',43° 09.904',0.34,60
16961,223,20.38,282,-59,GV 3 Foc 3,6.82,"6d 10h 02' 32""",8° 20.567',43° 09.905',0.33,59
16962,223,20.38,280,-57,GV 3 Foc 3,6.74,"6d 10h 02' 34""",8° 20.562',43° 09.906',0.33,57
16963,223,20.38,278,-55,GV 3 Foc 3,6.66,"6d 10h 02' 36""",8° 20.555',43° 09.906',0.33,55
16964,223,20.38,276,-53,GV 3 Foc 3,6.57,"6d 10h 02' 39""",8° 20.549',43° 09.907',0.32,53
16965,223,20.38,274,-51,GV 3 Foc 3,6.47,"6d 10h 02' 41""",8° 20.544',43° 09.907',0.32,50
16966,223,20.38,272,-49,GV 3 Foc 3,6.36,"6d 10h 02' 43""",8° 20.539',43° 09.907',0.31,49
16967,223,20.38,270,-47,GV 3 Foc 3,6.24,"6d 10h 02' 45""",8° 20.533',43° 09.907',0.31,46
